id,name,source,score
csv_62,csv_resume_62,csv,0.005715011601493986
csv_63,csv_resume_63,csv,0.0013589500835273745
csv_64,csv_resume_64,csv,0.003622048009459365
csv_65,csv_resume_65,csv,0.003396726428540395
csv_66,csv_resume_66,csv,0.006316478293117127
csv_67,csv_resume_67,csv,0.0020409466674262723
csv_68,csv_resume_68,csv,0.001724577968924031
csv_69,csv_resume_69,csv,0.0011212826859306436
csv_70,csv_resume_70,csv,0.0013713195491763055
csv_71,csv_resume_71,csv,0.004232397146519848
csv_72,csv_resume_72,csv,0.00035247987649655947
csv_73,csv_resume_73,csv,0.003734157269342355
csv_74,csv_resume_74,csv,0.0051486706409459675
csv_75,csv_resume_75,csv,0.00031407554429704106
csv_76,csv_resume_76,csv,0.0015479248610632593
csv_77,csv_resume_77,csv,0.0033544322246469374
csv_78,csv_resume_78,csv,0.006500555980503791
csv_79,csv_resume_79,csv,0.0020542424766079076
csv_80,csv_resume_80,csv,0.004723175431447164
csv_81,csv_resume_81,csv,0.0032399264563050117
csv_82,csv_resume_82,csv,0.0024289472309839064
csv_83,csv_resume_83,csv,0.0021655230996527304
csv_84,csv_resume_84,csv,0.005334136500642504
csv_85,csv_resume_85,csv,0.0027683679951153554
csv_86,csv_resume_86,csv,0.0014476938437868458
csv_87,csv_resume_87,csv,0.0019982219889550443
csv_88,csv_resume_88,csv,0.0029712288805604286
csv_89,csv_resume_89,csv,0.002451867339096731
csv_90,csv_resume_90,csv,0.005921225586074909
csv_91,csv_resume_91,csv,0.006586149913280001
csv_92,csv_resume_92,csv,0.003860813543920421
csv_93,csv_resume_93,csv,0.000773120271560916
csv_94,csv_resume_94,csv,0.004891158264132719
csv_95,csv_resume_95,csv,0.0005354841148724705
csv_96,csv_resume_96,csv,0.0037305318580694224
csv_97,csv_resume_97,csv,0.0038764030671201667
csv_98,csv_resume_98,csv,0.001722071808915301
csv_99,csv_resume_99,csv,0.000709135867898349
csv_100,csv_resume_100,csv,0.00080781328936061
csv_101,csv_resume_101,csv,0.0013483934840130684
csv_102,csv_resume_102,csv,0.008993159226096935
csv_103,csv_resume_103,csv,0.005856576902079471
csv_104,csv_resume_104,csv,0.005017790369116119
csv_105,csv_resume_105,csv,0.0005990981885517849
csv_106,csv_resume_106,csv,0.003794393090101655
csv_107,csv_resume_107,csv,0.0029390959520152506
csv_108,csv_resume_108,csv,0.008118516041923724
csv_109,csv_resume_109,csv,0.004834423221465255
csv_110,csv_resume_110,csv,0.003726388801798251
csv_111,csv_resume_111,csv,0.001883169778033575
csv_112,csv_resume_112,csv,0.0025724443996261387
csv_113,csv_resume_113,csv,0.0006396954732720418
csv_114,csv_resume_114,csv,0.008389548885120876
csv_115,csv_resume_115,csv,0.007060645083309939
csv_116,csv_resume_116,csv,0.005473397615086519
csv_117,csv_resume_117,csv,0.0050789106969691845
csv_118,csv_resume_118,csv,0.001143450156679905
csv_119,csv_resume_119,csv,0.0006127333717705467
csv_120,csv_resume_120,csv,0.001992376818105977
csv_121,csv_resume_121,csv,0.0005170950087368165
csv_122,csv_resume_122,csv,0.004284881264085115
csv_123,csv_resume_123,csv,0.0008488285045235931
csv_124,csv_resume_124,csv,0.004282613058585805
csv_125,csv_resume_125,csv,0.00030371121218354024
csv_126,csv_resume_126,csv,0.01088480143247581
csv_127,csv_resume_127,csv,0.004927373475658366
csv_128,csv_resume_128,csv,0.015457506337043896
csv_129,csv_resume_129,csv,0.0
csv_130,csv_resume_130,csv,0.0008954637132913402
csv_131,csv_resume_131,csv,0.004301664172267198
csv_132,csv_resume_132,csv,0.013975428042390698
csv_133,csv_resume_133,csv,0.0007704999845959437
csv_134,csv_resume_134,csv,0.009565461396621644
csv_135,csv_resume_135,csv,0.0019682400123695637
csv_136,csv_resume_136,csv,0.0003798078819826675
csv_137,csv_resume_137,csv,0.0035902475381410794
csv_138,csv_resume_138,csv,0.0006780303830125277
csv_139,csv_resume_139,csv,0.0004803267263495211
csv_140,csv_resume_140,csv,0.0027813146492532146
csv_141,csv_resume_141,csv,0.0014400334779275637
csv_142,csv_resume_142,csv,0.0037402290831814863
csv_143,csv_resume_143,csv,0.00041470103182013064
csv_144,csv_resume_144,csv,0.001941403672147732
csv_145,csv_resume_145,csv,0.005460088073070382
csv_146,csv_resume_146,csv,0.0
csv_147,csv_resume_147,csv,0.000541906289455061
csv_148,csv_resume_148,csv,0.0022081130451218588
csv_149,csv_resume_149,csv,0.0011541661163190706
csv_150,csv_resume_150,csv,0.0036558268978173604
csv_151,csv_resume_151,csv,0.002472325085201987
csv_152,csv_resume_152,csv,0.001796847620728157
csv_153,csv_resume_153,csv,0.0006580636690766003
csv_154,csv_resume_154,csv,0.007470400871609172
csv_155,csv_resume_155,csv,0.012505093256134359
csv_156,csv_resume_156,csv,0.0006786962354725862
csv_157,csv_resume_157,csv,0.0024435739562169993
csv_158,csv_resume_158,csv,0.0035817416114443585
csv_159,csv_resume_159,csv,0.00024053246001475194
csv_160,csv_resume_160,csv,0.0005078388812279065
csv_161,csv_resume_161,csv,0.00252517408868905
csv_162,csv_resume_162,csv,0.005654239037856349
csv_163,csv_resume_163,csv,0.00361259999497916
csv_164,csv_resume_164,csv,0.000819016933101476
csv_165,csv_resume_165,csv,0.0005223365389358481
csv_166,csv_resume_166,csv,0.0009979153631771527
csv_167,csv_resume_167,csv,0.0014237528089088972
csv_168,csv_resume_168,csv,0.0030431822168678823
csv_169,csv_resume_169,csv,0.00951329070923109
csv_170,csv_resume_170,csv,0.002905379040469496
csv_171,csv_resume_171,csv,0.00037661534005860103
csv_172,csv_resume_172,csv,0.002619922479345568
csv_173,csv_resume_173,csv,0.0003377106821995355
csv_174,csv_resume_174,csv,0.002240886866992027
csv_175,csv_resume_175,csv,0.0007926721475973001
csv_176,csv_resume_176,csv,0.0024490717741678563
csv_177,csv_resume_177,csv,0.02758110306031261
csv_178,csv_resume_178,csv,0.001032725328206243
csv_179,csv_resume_179,csv,0.0069055095647476885
csv_180,csv_resume_180,csv,0.003946051706284112
csv_181,csv_resume_181,csv,0.0005467314290326475
csv_182,csv_resume_182,csv,0.010480198195973192
csv_183,csv_resume_183,csv,0.00026609940470291777
csv_184,csv_resume_184,csv,0.0006313381655137372
csv_185,csv_resume_185,csv,0.0014479286891181885
csv_186,csv_resume_186,csv,0.0007947493808010404
csv_187,csv_resume_187,csv,0.0022454832155789175
csv_188,csv_resume_188,csv,0.0005095889210368779
csv_189,csv_resume_189,csv,0.0008066535675071799
csv_190,csv_resume_190,csv,0.0005078444048119217
csv_191,csv_resume_191,csv,0.0005874423125032945
csv_192,csv_resume_192,csv,0.00019480765330593728
csv_193,csv_resume_193,csv,0.0024492878202754757
csv_194,csv_resume_194,csv,0.0009861589357820389
csv_195,csv_resume_195,csv,0.0030699516376199694
csv_196,csv_resume_196,csv,0.0009216226213552078
csv_197,csv_resume_197,csv,0.0003326580075946018
csv_198,csv_resume_198,csv,0.0018567185061852927
csv_199,csv_resume_199,csv,0.001547455183017041
csv_200,csv_resume_200,csv,0.005989874287635749
csv_201,csv_resume_201,csv,0.002039744195008129
csv_202,csv_resume_202,csv,0.0004645937678907793
csv_203,csv_resume_203,csv,0.0005864559478712557
csv_204,csv_resume_204,csv,0.004063111142151262
csv_205,csv_resume_205,csv,0.011904775270818308
csv_206,csv_resume_206,csv,0.0019863032674477346
csv_207,csv_resume_207,csv,0.0021382751533097627
csv_208,csv_resume_208,csv,0.004302548709732039
csv_209,csv_resume_209,csv,0.0013021978520307831
csv_210,csv_resume_210,csv,0.005579820514159802
csv_211,csv_resume_211,csv,0.0015265096454029866
csv_212,csv_resume_212,csv,0.0015227722056690312
csv_213,csv_resume_213,csv,0.004059073153603022
csv_214,csv_resume_214,csv,0.0006306956047537241
csv_215,csv_resume_215,csv,0.0008123125903770283
csv_216,csv_resume_216,csv,0.0006767615268126121
csv_217,csv_resume_217,csv,0.007559183255302441
csv_218,csv_resume_218,csv,0.0022134842776948206
csv_219,csv_resume_219,csv,0.0024504156110754204
csv_220,csv_resume_220,csv,0.005697116236293137
csv_221,csv_resume_221,csv,0.004447181936958243
csv_222,csv_resume_222,csv,0.003920845374862435
csv_223,csv_resume_223,csv,0.0031375426997538097
csv_224,csv_resume_224,csv,0.002792790716449382
csv_225,csv_resume_225,csv,0.0014236324012042527
csv_226,csv_resume_226,csv,0.0038194998709800932
csv_227,csv_resume_227,csv,0.0002613026903344127
csv_228,csv_resume_228,csv,0.00806583875169719
csv_229,csv_resume_229,csv,0.010715813372111908
csv_230,csv_resume_230,csv,0.008368877500427988
csv_231,csv_resume_231,csv,0.002452614082363473
csv_232,csv_resume_232,csv,0.00420177150438955
csv_233,csv_resume_233,csv,0.013496361368839452
csv_234,csv_resume_234,csv,0.007603050931214391
csv_235,csv_resume_235,csv,0.006079479907693247
csv_236,csv_resume_236,csv,0.003166633987399896
csv_237,csv_resume_237,csv,0.011228637829920651
csv_238,csv_resume_238,csv,0.009012594495676334
csv_239,csv_resume_239,csv,0.004964729709888655
csv_240,csv_resume_240,csv,0.0004706279513205792
csv_241,csv_resume_241,csv,0.0019385547156494385
csv_242,csv_resume_242,csv,0.009610544862514407
csv_243,csv_resume_243,csv,0.008213127820098006
csv_244,csv_resume_244,csv,0.004812710367126608
csv_245,csv_resume_245,csv,0.00790061578234359
csv_246,csv_resume_246,csv,0.006550934781690682
csv_247,csv_resume_247,csv,0.0014186480736986659
csv_248,csv_resume_248,csv,0.0017567304541031023
csv_249,csv_resume_249,csv,0.02404709165367743
csv_250,csv_resume_250,csv,0.04298327070789834
csv_251,csv_resume_251,csv,0.0011155212317913673
csv_252,csv_resume_252,csv,0.0005790619552549396
csv_253,csv_resume_253,csv,0.010673437480724123
csv_254,csv_resume_254,csv,0.004295297241297962
csv_255,csv_resume_255,csv,0.006726675806898596
csv_256,csv_resume_256,csv,0.005526352763836587
csv_257,csv_resume_257,csv,0.006431198077128493
csv_258,csv_resume_258,csv,0.0003136892782324489
csv_259,csv_resume_259,csv,0.006498573573242449
csv_260,csv_resume_260,csv,0.0038236213057468334
csv_261,csv_resume_261,csv,0.002869068126637763
csv_262,csv_resume_262,csv,0.006158700741255353
csv_263,csv_resume_263,csv,0.03251344256805021
csv_264,csv_resume_264,csv,0.0012703615109444903
csv_265,csv_resume_265,csv,0.005056441012073341
csv_266,csv_resume_266,csv,0.004839440511814086
csv_267,csv_resume_267,csv,0.026052390053005945
csv_268,csv_resume_268,csv,0.0022436277206806673
csv_269,csv_resume_269,csv,0.011108383367993463
csv_270,csv_resume_270,csv,0.02121779233710531
csv_271,csv_resume_271,csv,0.0011281486891752592
csv_272,csv_resume_272,csv,0.0016453674307858827
csv_273,csv_resume_273,csv,0.006316135630535784
csv_274,csv_resume_274,csv,0.017992326193386157
csv_275,csv_resume_275,csv,0.007038627551728292
csv_276,csv_resume_276,csv,0.00200478735914669
csv_277,csv_resume_277,csv,0.002967427791157249
csv_278,csv_resume_278,csv,0.0027367851042575343
csv_279,csv_resume_279,csv,0.0011398936773973553
csv_280,csv_resume_280,csv,0.004203148289864003
csv_281,csv_resume_281,csv,0.011879639904965673
csv_282,csv_resume_282,csv,0.034121923783573246
csv_283,csv_resume_283,csv,0.004799189152838524
csv_284,csv_resume_284,csv,0.001277325067428434
csv_285,csv_resume_285,csv,0.0021621038680361892
csv_286,csv_resume_286,csv,0.012035933850711791
csv_287,csv_resume_287,csv,0.008484279209128432
csv_288,csv_resume_288,csv,0.006044327899993597
csv_289,csv_resume_289,csv,0.002974659807577717
csv_290,csv_resume_290,csv,0.014684435769999171
csv_291,csv_resume_291,csv,0.010632422811430967
csv_292,csv_resume_292,csv,0.0012734822552120182
csv_293,csv_resume_293,csv,0.00984075445596689
csv_294,csv_resume_294,csv,0.027220516440110788
csv_295,csv_resume_295,csv,0.022183323309701512
csv_296,csv_resume_296,csv,0.007825576841466045
csv_297,csv_resume_297,csv,0.019354925562360813
csv_298,csv_resume_298,csv,0.1030242714535129
csv_299,csv_resume_299,csv,0.043085209101412544
csv_300,csv_resume_300,csv,0.0015300755836013349
csv_301,csv_resume_301,csv,0.00668652762204215
csv_302,csv_resume_302,csv,0.00024947582004528236
csv_303,csv_resume_303,csv,0.008803438987581846
csv_304,csv_resume_304,csv,0.0035351291023732936
csv_305,csv_resume_305,csv,0.010271135117591805
csv_306,csv_resume_306,csv,0.005976114448729843
csv_307,csv_resume_307,csv,0.0011301651815717924
csv_308,csv_resume_308,csv,0.0011056198259362922
csv_309,csv_resume_309,csv,0.011009505919534009
csv_310,csv_resume_310,csv,0.005128952345011183
csv_311,csv_resume_311,csv,0.0114510448771119
csv_312,csv_resume_312,csv,0.010047948142656176
csv_313,csv_resume_313,csv,0.0017895393850576482
csv_314,csv_resume_314,csv,0.012796904023058775
csv_315,csv_resume_315,csv,0.03100936372440181
csv_316,csv_resume_316,csv,0.013548825830277821
csv_317,csv_resume_317,csv,0.006696070877279653
csv_318,csv_resume_318,csv,0.00719813794007109
csv_319,csv_resume_319,csv,0.005399220844286062
csv_320,csv_resume_320,csv,0.004084335586936935
csv_321,csv_resume_321,csv,0.0005231944022185879
csv_322,csv_resume_322,csv,0.0027521849496350203
csv_323,csv_resume_323,csv,0.0
csv_324,csv_resume_324,csv,0.001570132228441226
csv_325,csv_resume_325,csv,0.001358581218024757
csv_326,csv_resume_326,csv,0.02055883199841861
csv_327,csv_resume_327,csv,0.0018914492439265449
csv_328,csv_resume_328,csv,0.007438839505657666
csv_329,csv_resume_329,csv,0.0017009617777024974
csv_330,csv_resume_330,csv,0.015127740615079545
csv_331,csv_resume_331,csv,0.06848421122372637
csv_332,csv_resume_332,csv,0.0033050053340988464
csv_333,csv_resume_333,csv,0.015391781031282071
csv_334,csv_resume_334,csv,0.0002928792763523256
csv_335,csv_resume_335,csv,0.04074650449005953
csv_336,csv_resume_336,csv,0.0036758387313687913
csv_337,csv_resume_337,csv,0.007188983731745324
csv_338,csv_resume_338,csv,0.0005335329730764192
csv_339,csv_resume_339,csv,0.0004820437674889137
csv_340,csv_resume_340,csv,0.001570632445509109
csv_341,csv_resume_341,csv,0.004092996099919173
csv_342,csv_resume_342,csv,0.001899331935095345
csv_343,csv_resume_343,csv,0.0006253237993939566
csv_344,csv_resume_344,csv,0.003111824383042833
csv_345,csv_resume_345,csv,0.004219869601962859
csv_346,csv_resume_346,csv,0.005894318768684718
csv_347,csv_resume_347,csv,0.0015851552602886912
csv_348,csv_resume_348,csv,0.00035676605322896627
csv_349,csv_resume_349,csv,0.0025784051938721212
csv_350,csv_resume_350,csv,0.0024729499569422953
csv_351,csv_resume_351,csv,0.0008028076716782065
csv_352,csv_resume_352,csv,0.0008291375610264095
csv_353,csv_resume_353,csv,0.0002085825161356337
csv_354,csv_resume_354,csv,0.00360343912011593
csv_355,csv_resume_355,csv,0.0003469829540747183
csv_356,csv_resume_356,csv,0.0
csv_357,csv_resume_357,csv,0.000930040309579686
csv_358,csv_resume_358,csv,0.002937253056664557
csv_359,csv_resume_359,csv,0.00020772384554892012
csv_360,csv_resume_360,csv,0.00030256844928211094
csv_361,csv_resume_361,csv,0.004863988852887477
csv_362,csv_resume_362,csv,0.0073027613982819435
csv_363,csv_resume_363,csv,0.005541303880741944
csv_364,csv_resume_364,csv,0.00048184746622273244
csv_365,csv_resume_365,csv,0.0016016589818111742
csv_366,csv_resume_366,csv,0.0024316723989022226
csv_367,csv_resume_367,csv,0.0003889591526821256
csv_368,csv_resume_368,csv,0.000262272259230523
csv_369,csv_resume_369,csv,0.0008894161021115609
csv_370,csv_resume_370,csv,0.0026416009306451213
csv_371,csv_resume_371,csv,0.001976511445374767
csv_372,csv_resume_372,csv,0.0004376661025353598
csv_373,csv_resume_373,csv,0.001041795163745888
csv_374,csv_resume_374,csv,0.0005955390841139159
csv_375,csv_resume_375,csv,0.0011428771947932187
csv_376,csv_resume_376,csv,0.003037503685485138
csv_377,csv_resume_377,csv,0.0008357658448870182
csv_378,csv_resume_378,csv,0.003094842591988403
csv_379,csv_resume_379,csv,0.005387236408850467
csv_380,csv_resume_380,csv,0.004034490041073318
csv_381,csv_resume_381,csv,0.002752957712885021
csv_382,csv_resume_382,csv,0.0031108883290562593
csv_383,csv_resume_383,csv,0.003489209442717078
csv_384,csv_resume_384,csv,0.001052527660875113
csv_385,csv_resume_385,csv,0.0030064908404474184
csv_386,csv_resume_386,csv,0.0005657578087102178
csv_387,csv_resume_387,csv,0.0027582342029323966
csv_388,csv_resume_388,csv,0.0014739255285891827
csv_389,csv_resume_389,csv,0.0017988879631307734
csv_390,csv_resume_390,csv,0.00114775467528623
csv_391,csv_resume_391,csv,0.0028081897609288633
csv_392,csv_resume_392,csv,0.001169494866305835
csv_393,csv_resume_393,csv,0.0006617865133673069
csv_394,csv_resume_394,csv,0.0023711589274119267
csv_395,csv_resume_395,csv,0.000593117308600693
csv_396,csv_resume_396,csv,0.0005913071318720135
csv_397,csv_resume_397,csv,0.0008047462468240192
csv_398,csv_resume_398,csv,0.005711176267782818
csv_399,csv_resume_399,csv,0.0013223431740781038
csv_400,csv_resume_400,csv,0.0010168217669970232
csv_401,csv_resume_401,csv,0.0005112109285315293
csv_402,csv_resume_402,csv,0.0012538968806533979
csv_403,csv_resume_403,csv,0.008113381208188738
csv_404,csv_resume_404,csv,0.0005641958188664983
csv_405,csv_resume_405,csv,0.001361602127953168
csv_406,csv_resume_406,csv,0.0030147185152811376
csv_407,csv_resume_407,csv,0.00013673769812121893
csv_408,csv_resume_408,csv,0.0005278146625191033
csv_409,csv_resume_409,csv,0.00608530481465463
csv_410,csv_resume_410,csv,0.003909634444970248
csv_411,csv_resume_411,csv,0.00030976064408130783
csv_412,csv_resume_412,csv,0.0009596147706759181
csv_413,csv_resume_413,csv,0.0017922875341961162
csv_414,csv_resume_414,csv,0.004186211286273359
csv_415,csv_resume_415,csv,0.0010959216819502614
csv_416,csv_resume_416,csv,0.00019406911509728321
csv_417,csv_resume_417,csv,0.0023646783392805063
csv_418,csv_resume_418,csv,0.000315351250669427
csv_419,csv_resume_419,csv,0.0013682043386829385
csv_420,csv_resume_420,csv,0.00434834797799516
csv_421,csv_resume_421,csv,0.00045226276503224647
csv_422,csv_resume_422,csv,0.0018931509248542172
csv_423,csv_resume_423,csv,0.0038490039657787284
csv_424,csv_resume_424,csv,0.001519327781390866
csv_425,csv_resume_425,csv,0.0024274783777827437
csv_426,csv_resume_426,csv,0.002202169130688676
csv_427,csv_resume_427,csv,0.00036059168904850044
csv_428,csv_resume_428,csv,0.00036801502238291406
csv_429,csv_resume_429,csv,0.0017911506890898646
csv_430,csv_resume_430,csv,0.0010683160473289105
csv_431,csv_resume_431,csv,0.00124487428809954
csv_432,csv_resume_432,csv,0.0005871674037914909
csv_433,csv_resume_433,csv,0.0011273434386801864
csv_434,csv_resume_434,csv,0.00033848530316396433
csv_435,csv_resume_435,csv,0.0012406934622560869
csv_436,csv_resume_436,csv,0.0025049548131218526
csv_437,csv_resume_437,csv,0.007738782362865985
csv_438,csv_resume_438,csv,0.0018966499733792858
csv_439,csv_resume_439,csv,0.0009556555122695259
csv_440,csv_resume_440,csv,0.0052606479132267965
csv_441,csv_resume_441,csv,0.0007884045815878263
csv_442,csv_resume_442,csv,0.004406327415562425
csv_443,csv_resume_443,csv,0.002589675723941976
csv_444,csv_resume_444,csv,0.00047802723313304776
csv_445,csv_resume_445,csv,0.0015225611295806756
csv_446,csv_resume_446,csv,0.0074111103408255035
csv_447,csv_resume_447,csv,0.006782244998722762
csv_448,csv_resume_448,csv,0.0008770245535395429
csv_449,csv_resume_449,csv,0.0031480125709761357
csv_450,csv_resume_450,csv,0.0011542689199157705
csv_451,csv_resume_451,csv,0.002225367395013343
csv_452,csv_resume_452,csv,0.0015733329054077256
csv_453,csv_resume_453,csv,0.001853851258784134
csv_454,csv_resume_454,csv,0.0005418721972611412
csv_455,csv_resume_455,csv,0.004689940720292885
csv_456,csv_resume_456,csv,0.0016296595065194083
csv_457,csv_resume_457,csv,0.002183352451115145
csv_458,csv_resume_458,csv,0.003267511990460082
csv_459,csv_resume_459,csv,0.0003383414067190328
csv_460,csv_resume_460,csv,0.0024855908475511466
csv_461,csv_resume_461,csv,0.002576009558144355
csv_462,csv_resume_462,csv,0.010033606383192662
csv_463,csv_resume_463,csv,0.004332056690272144
csv_464,csv_resume_464,csv,0.00983185926706576
csv_465,csv_resume_465,csv,0.0050677795810066695
csv_466,csv_resume_466,csv,0.00042421960749810487
csv_467,csv_resume_467,csv,0.0005714620583989958
csv_468,csv_resume_468,csv,0.001834924049087187
csv_469,csv_resume_469,csv,0.0025982966441157078
csv_470,csv_resume_470,csv,0.0012753887800385653
csv_471,csv_resume_471,csv,0.00722762238623131
csv_472,csv_resume_472,csv,0.0009415665628837715
csv_473,csv_resume_473,csv,0.0007564945985436772
csv_474,csv_resume_474,csv,0.0020384224122196658
csv_475,csv_resume_475,csv,0.00042706861056736155
csv_476,csv_resume_476,csv,0.01968991212995084
csv_477,csv_resume_477,csv,0.0035887032188589778
csv_478,csv_resume_478,csv,0.006316193405144787
csv_479,csv_resume_479,csv,0.0031940424394701367
csv_480,csv_resume_480,csv,0.0008621629627522399
csv_481,csv_resume_481,csv,0.004397326699835177
csv_482,csv_resume_482,csv,0.005954323328644139
csv_483,csv_resume_483,csv,0.0074912128588730436
csv_484,csv_resume_484,csv,0.0015204688996883675
csv_485,csv_resume_485,csv,0.007903564070722138
csv_486,csv_resume_486,csv,0.0026552089830530375
csv_487,csv_resume_487,csv,0.0032586045100653823
csv_488,csv_resume_488,csv,0.004685678929361185
csv_489,csv_resume_489,csv,0.0057672845584132056
csv_490,csv_resume_490,csv,0.0006469803858647581
csv_491,csv_resume_491,csv,0.003462037829978258
csv_492,csv_resume_492,csv,0.0017915010450209666
csv_493,csv_resume_493,csv,0.006413600416066838
csv_494,csv_resume_494,csv,0.003876323797550157
csv_495,csv_resume_495,csv,0.006550669277487661
csv_496,csv_resume_496,csv,0.000983896327086911
csv_497,csv_resume_497,csv,0.001547311546962967
csv_498,csv_resume_498,csv,0.0038166347075904872
csv_499,csv_resume_499,csv,0.010161953512897084
csv_500,csv_resume_500,csv,0.0016119208979718455
csv_501,csv_resume_501,csv,0.0035919974603242436
csv_502,csv_resume_502,csv,0.004875185329578138
csv_503,csv_resume_503,csv,0.0005187677086620341
csv_504,csv_resume_504,csv,0.007756248797030043
csv_505,csv_resume_505,csv,0.0022846671982665184
csv_506,csv_resume_506,csv,0.007448126807960492
csv_507,csv_resume_507,csv,0.004840906870236522
csv_508,csv_resume_508,csv,0.0025681688974544875
csv_509,csv_resume_509,csv,0.0008230570628320464
csv_510,csv_resume_510,csv,0.0036593980289819465
csv_511,csv_resume_511,csv,0.00923427173671034
csv_512,csv_resume_512,csv,0.002029459684090891
csv_513,csv_resume_513,csv,0.0018911588512434277
csv_514,csv_resume_514,csv,0.005778534441113634
csv_515,csv_resume_515,csv,0.006733382210315071
csv_516,csv_resume_516,csv,0.0005389485340545973
csv_517,csv_resume_517,csv,0.001275902295206251
csv_518,csv_resume_518,csv,0.0014396742696632396
csv_519,csv_resume_519,csv,0.00370980370183107
csv_520,csv_resume_520,csv,0.0026660653323444415
csv_521,csv_resume_521,csv,0.005433971468527172
csv_522,csv_resume_522,csv,0.00936649536521559
csv_523,csv_resume_523,csv,0.0021728080660590376
csv_524,csv_resume_524,csv,0.0005729914738769709
csv_525,csv_resume_525,csv,0.0028616729172486186
csv_526,csv_resume_526,csv,0.002220793082642077
csv_527,csv_resume_527,csv,0.0014929805524122473
csv_528,csv_resume_528,csv,0.0032768932602795886
csv_529,csv_resume_529,csv,0.006190490477276521
csv_530,csv_resume_530,csv,0.0015635533772750886
csv_531,csv_resume_531,csv,0.0006790041677011607
csv_532,csv_resume_532,csv,0.005865681905457743
csv_533,csv_resume_533,csv,0.0012300959087889183
csv_534,csv_resume_534,csv,0.00042903077928877376
csv_535,csv_resume_535,csv,0.003064180264714729
csv_536,csv_resume_536,csv,0.0028951531737501984
csv_537,csv_resume_537,csv,0.0019975269897214115
csv_538,csv_resume_538,csv,0.0047686640171507085
csv_539,csv_resume_539,csv,0.0003581490257706431
csv_540,csv_resume_540,csv,0.0005885109725818212
csv_541,csv_resume_541,csv,0.008295326528793064
csv_542,csv_resume_542,csv,0.0022358573323919256
csv_543,csv_resume_543,csv,0.0021340149992574524
csv_544,csv_resume_544,csv,0.0028069845092027054
csv_545,csv_resume_545,csv,0.0009627683246019224
csv_546,csv_resume_546,csv,0.009214329177508526
csv_547,csv_resume_547,csv,0.03327522695347899
